County,Race,Age,Gender,Education Level,Employment Status,Income Level,Prior Convictions,Risk Score,Judge Decision,Re-offense
Copiah County,Black,51,Male,High School,Employed,34729.20218954763,1,6.316326952991714,0,0
Copiah County,White,48,Male,Master's Degree,Employed,122536.63632050536,3,3.712090540613162,1,0
Copiah County,Black,52,Male,Less than High School,Employed,14737.942701034546,1,7.515855166257078,0,1
Copiah County,White,75,Female,Less than High School,Employed,15318.93199964777,2,5.9849174378994165,1,1
Copiah County,White,64,Male,High School,Unemployed,15475.169199758451,2,6.47346267227291,1,0
Copiah County,White,40,Female,Some College,Employed,33885.64888714811,1,3.179913153568389,1,0
Copiah County,Black,34,Female,Some College,Employed,74032.05756118325,1,4.925213504469234,0,1
Copiah County,Black,67,Male,Bachelor's Degree,Employed,78014.55147561862,0,3.617975446656094,1,0
Copiah County,Black,59,Female,Some College,Unemployed,77300.20139771054,1,4.768677359384946,0,0
Copiah County,Black,23,Female,Less than High School,Employed,15727.287604143714,0,5.041634214660867,0,1
Copiah County,Other,44,Female,High School,Employed,15381.37238952312,3,3.0800869318956883,1,0
Copiah County,White,36,Female,Bachelor's Degree,Employed,34626.18320359773,3,5.709465222519843,1,0
Copiah County,White,35,Male,Less than High School,Employed,15135.956750991956,5,4.639356074072824,1,1
Copiah County,Black,19,Female,High School,Employed,35563.54988986562,3,6.401916284159158,0,0
Copiah County,Black,19,Male,Master's Degree,Employed,33524.59535710993,3,8.775043489125684,0,0
Copiah County,White,42,Male,High School,Employed,15066.745438655795,3,7.03596625522376,0,1
Copiah County,Black,45,Female,High School,Employed,35732.62289965413,1,8.409022714526946,0,1
Copiah County,White,33,Male,High School,Employed,14500.98195600159,1,4.7723073265193685,1,0
Copiah County,Black,62,Male,High School,Employed,15420.947576138335,2,3.6147125412379735,1,0
Copiah County,Black,46,Female,Master's Degree,Employed,15125.659170771167,0,8.662878090496799,0,0
Copiah County,White,52,Female,High School,Employed,36582.776249941584,2,3.694200866312113,1,0
Copiah County,White,34,Male,High School,Unemployed,33398.47804372412,0,5.076516475514254,1,0
Copiah County,Black,67,Female,Some College,Unemployed,34178.64148144413,3,5.728866264824648,0,0
Copiah County,Black,27,Female,Some College,Employed,35355.43857754938,1,9.097520404528428,0,0
Copiah County,White,67,Male,High School,Employed,14694.839868308894,2,6.181704466022237,1,1
Copiah County,White,21,Female,High School,Employed,35750.48457424934,0,3.197845082224321,1,0
Copiah County,Black,53,Female,High School,Employed,15388.507923782898,1,6.5889897804648445,0,1
Copiah County,Black,33,Male,Less than High School,Unemployed,14403.77394609971,2,5.413194994390176,0,1
Copiah County,White,73,Male,Some College,Employed,35048.49062472369,3,5.564262756082568,1,0
Copiah County,White,39,Female,High School,Employed,35031.11694456869,2,1.080003728369621,1,0
Copiah County,White,49,Male,Some College,Unemployed,34542.48269575439,1,5.373890077562516,1,0
Copiah County,Black,40,Female,Bachelor's Degree,Employed,130411.56078212091,1,6.1168957226043705,0,0
Copiah County,White,46,Female,High School,Employed,15491.25947980983,2,6.120620232520384,1,0
Copiah County,Black,22,Male,Bachelor's Degree,Employed,35690.232836683725,1,9.297066014183258,0,1
Copiah County,Black,66,Male,High School,Employed,15321.489953602493,3,8.41566830152221,0,1
Copiah County,White,44,Male,High School,Unemployed,34866.00650334592,6,6.4972943351099515,1,1
Copiah County,White,61,Female,Less than High School,Employed,78157.45890822432,4,5.902524629870488,0,0
Copiah County,White,18,Male,Some College,Unemployed,35681.0839953865,0,6.836393939549296,1,0
Copiah County,White,23,Female,Some College,Unemployed,35801.433715795356,2,5.018917705282837,1,1
Copiah County,White,70,Male,High School,Employed,36265.9181632557,5,4.546965966775055,1,1
Copiah County,White,51,Female,Bachelor's Degree,Employed,14661.107384013285,4,7.466053390009727,0,1
Copiah County,White,54,Male,High School,Employed,36074.748163533455,4,3.1428201698558222,1,1
Copiah County,Black,58,Male,Some College,Employed,33933.34211034772,2,9.165597335850252,0,0
Copiah County,White,34,Female,Some College,Employed,123066.77440306109,2,6.123782531359666,1,0
Copiah County,White,60,Male,High School,Employed,122945.13067837303,0,3.796279287745057,1,0
Copiah County,Black,42,Female,Less than High School,Employed,15717.78820258371,2,9.778591228083954,0,0
Copiah County,Black,53,Male,Less than High School,Unemployed,36247.88028311774,0,6.70417123147898,0,0
Copiah County,White,50,Female,Less than High School,Employed,15301.75479238539,2,3.8845381731719595,1,1
Copiah County,Black,66,Male,Some College,Unemployed,15340.585142423084,4,8.350473448294792,0,0
Copiah County,White,37,Female,Less than High School,Employed,15093.109191603855,2,5.75654605874781,1,1
Copiah County,Black,54,Male,Master's Degree,Employed,78353.18000331389,1,3.0398427841781386,1,0
Copiah County,Other,24,Female,Some College,Employed,34986.90563508826,2,3.98084032175928,1,0
Copiah County,Black,58,Male,Bachelor's Degree,Employed,34581.81198454463,3,6.196405398435179,0,1
Copiah County,White,71,Female,Less than High School,Unemployed,14494.553005397385,4,6.524195687189709,1,0
Copiah County,White,28,Male,Less than High School,Employed,36001.7197829137,0,4.186057677768201,1,0
Copiah County,Black,48,Male,High School,Employed,15351.665898113388,2,3.7719523028726054,1,0
Copiah County,White,73,Male,Bachelor's Degree,Employed,14826.5325577862,1,6.343656389085798,0,0
Copiah County,White,44,Female,High School,Unemployed,33338.1769488573,2,4.762264044299825,0,1
Copiah County,White,72,Male,Less than High School,Employed,77542.47995788507,0,1.019015586140051,1,0
Copiah County,Black,27,Female,High School,Employed,33289.96294208926,1,7.282281301574801,0,1
Copiah County,Black,55,Male,Less than High School,Employed,15305.549669443575,2,6.994912746081731,1,1
Copiah County,White,62,Male,Bachelor's Degree,Employed,78526.92832294543,3,8.154948558267023,0,1
Copiah County,White,66,Female,Some College,Employed,124220.76660185253,1,6.767941447143746,0,0
Copiah County,White,49,Female,High School,Employed,14602.46010749393,1,2.108364881498329,1,1
Copiah County,Black,73,Male,Some College,Employed,76536.53257532536,5,5.527917903760526,0,0
Copiah County,White,22,Female,High School,Unemployed,15475.692213023376,1,4.575137781735809,1,1
Copiah County,White,21,Male,High School,Unemployed,35162.50610627247,0,7.319464258685045,0,0
Copiah County,White,73,Female,Some College,Unemployed,130837.94094070184,3,4.9954913162061985,1,1
Copiah County,White,19,Female,Bachelor's Degree,Employed,33430.840525802865,2,4.150721917142189,1,0
Copiah County,White,31,Female,Master's Degree,Employed,125059.9449788066,2,0.9869654677207493,1,0
Copiah County,White,53,Male,High School,Unemployed,35764.58881562892,1,5.695682439886928,1,0
Copiah County,Black,65,Female,Less than High School,Unemployed,15543.960706723767,1,5.319102317674201,0,0
Copiah County,Black,61,Male,Bachelor's Degree,Employed,33877.39464167727,4,4.2395327031751835,1,0
Copiah County,White,65,Male,Some College,Employed,36050.01218617288,3,2.077878588341771,1,0
Copiah County,White,37,Male,Less than High School,Unemployed,35184.47476501491,0,3.8177161097839702,1,0
Copiah County,Black,33,Male,Less than High School,Employed,34637.93788696487,2,2.0360922667476347,1,0
Copiah County,White,62,Female,High School,Employed,14447.57254286864,3,6.805363455716037,0,1
Copiah County,White,61,Male,Bachelor's Degree,Employed,36278.53515618119,3,5.509898487991961,1,0
Copiah County,Black,52,Male,High School,Employed,14485.909812269572,3,6.5007762905546915,1,1
Copiah County,Black,60,Male,Less than High School,Employed,34334.25750723185,0,1.8547274523675845,1,0
Copiah County,Black,61,Female,Bachelor's Degree,Employed,122375.56914953046,1,9.810427236877445,0,1
Copiah County,Other,29,Female,High School,Employed,36299.94911966799,2,5.935206927549547,1,0
